auprc,auroc,f1,precision,recall,brier,threshold,n_test,n_pos,tp,fp,tn,fn,fold,n_train,n_features,spw
0.6902,0.7641,0.6447,0.5536,0.7717,0.2665,0.6641,11388,4467,3447,2779,4142,1020,1,22776,65,1.549
0.7061,0.7772,0.6498,0.5875,0.7269,0.2031,0.5276,11388,4467,3247,2280,4641,1220,2,22776,66,1.549
0.7074,0.7791,0.6563,0.5869,0.7444,0.1882,0.249,11388,4468,3326,2341,4579,1142,3,22776,70,1.549
