auprc,auroc,f1,precision,recall,brier,threshold,n_test,n_pos,tp,fp,tn,fn,fold,n_train,n_features,spw
0.1786,0.7209,0.2194,0.1795,0.282,0.1822,0.7369,11388,695,196,896,9797,499,1,22776,69,15.374
0.1877,0.727,0.2305,0.1693,0.3612,0.1461,0.5666,11388,695,251,1232,9461,444,2,22776,69,15.374
0.1936,0.7291,0.232,0.1698,0.3664,0.2,0.6665,11388,696,255,1247,9445,441,3,22776,74,15.386
