auprc,auroc,f1,precision,recall,brier,threshold,n_test,n_pos,tp,fp,tn,fn,fold,n_train,n_features,spw
0.7088,0.7941,0.6481,0.5566,0.7756,0.2092,0.5339,2390,869,674,537,984,195,1,4778,81,1.752
0.7069,0.7904,0.6407,0.6276,0.6544,0.2075,0.6386,2389,868,568,337,1184,300,2,4779,87,1.751
0.7102,0.7932,0.6488,0.5709,0.7512,0.2078,0.5519,2389,868,652,490,1031,216,3,4779,79,1.751
