auprc,auroc,f1,precision,recall,brier,threshold,n_test,n_pos,tp,fp,tn,fn,fold,n_train,n_features,spw
0.7397,0.7662,0.692,0.5962,0.8245,0.2221,0.5423,1181,530,437,296,355,93,1,2361,72,1.227
0.7087,0.7472,0.678,0.5935,0.7906,0.202,0.3775,1181,530,419,287,364,111,2,2361,71,1.227
0.7148,0.7289,0.6411,0.5848,0.7094,0.2266,0.555,1180,530,376,267,383,154,3,2362,77,1.228
