auprc,auroc,f1,precision,recall,brier,threshold,n_test,n_pos,tp,fp,tn,fn,fold,n_train,n_features,spw
0.3169,0.6485,0.4025,0.2747,0.7525,0.264,0.5162,11388,2453,1846,4874,4061,607,1,22776,56,3.642
0.3615,0.6769,0.4171,0.3374,0.5463,0.1815,0.4192,11388,2453,1340,2632,6303,1113,2,22776,76,3.642
0.3586,0.6801,0.4203,0.3349,0.5642,0.1814,0.4121,11388,2453,1384,2749,6186,1069,3,22776,81,3.642
